article_id,collected_at,published_at,source,title,url,summary,classified,category,event_tags,signal_type,sector,woomi_relevance,claude_rationale,access_limited,korean_summary
9c43b4884109,2026-09-04 13:02:52,2025-12-02 08:00:00,Player — LV Collective,"WL council nixes 15-story plan for Chauncey Annex apartments, citing height - Journal & Courier",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQUnozSzVZNTVkVUZBVldOWmd5YURDaGlwYVRjY0ZzWThiM05MTHplb0MwUk1ZcVJ0bEpaT0h2eDBFNmFMWEk0THEtcWpjbVVRTzNTWUdDdHFPTGJnNk54ZkVCdTBXOWdoQ1lDUmpxdm43N3dVWG8xWkZxS2hmQS1VVi11UGFoZE1zUWloN1lZRGJmTDI0YnAwNGJuTlFoeHRXaFQwbVRTWUN5eTdWc25EWWVZT2dxd3pxVUdqb3ozZ1p3NTkyTTNWREJWQ091Sm5yOGFLZUs2bFJBS0tLX2RqTQ?oc=5,"WL council nixes 15-story plan for Chauncey Annex apartments, citing height    Journal & Courier",False,,,,Student Housing,,,False,
425bb81778e6,2026-09-04 13:02:57,2025-12-09 08:00:00,Player — Greystar,Developer Presents Final Plan for New Student Housing Complex on Penn State Campus - statecollege.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxOaDcyVmZnM1J1b0pVd1d4UUM1djRvN0xHNDNfTV9yTlVhbzNkLWU1QkRQMkhXWmZ6VDJKNXA5d1RZZ202X3A3T1YwTGhnWTJnWHhOaGdaT25xcFRRNGRGOU5QX29xSzZ2TURLNkFoLUNVZzZvUXpoT3c1V1gtLXlPVHJNVG9XSEJRcFJMUG5tVE5BaFhIc0JpZHBYMnd6eUVHRmZ1WU9zUEs0OUdHUVgwRE9VSmpnR2FzVFF5MmJCb093Z3g3RlFJRmN3?oc=5,Developer Presents Final Plan for New Student Housing Complex on Penn State Campus    statecollege.com,False,,,,Student Housing,,,False,
2505cf2bc847,2026-09-04 13:02:57,2025-12-06 08:00:00,Player — Greystar,State College planning hears plans for new PSU student housing halls. See renderings - Centre Daily Times,https://news.google.com/rss/articles/CBMijAFBVV95cUxOd1NQZ25RMkxjT1FESlZwVUo2dHJnQ05XcDVzbDhQOHJkT2c3c3EyaG81S0VWNTMyeVY4RkpIMlFZUUxvcmgxYXVnNWJLeFhSTGo5Z0hSbkJJM1VsaUZDQXZ5M25DYWhZLTZoUWJxc09PR3FWWjh4MXI3LVpObEgyNTQ0VTJFNkhnNDBwOdIBjAFBVV95cUxPWko2VkVYVXh3aklXcTE1bk9oUTlaZk0xR01YbG5Tc2F3LXM1cE9wSkI4OUxMMFdyOGRfd0dZUU5vMXpiZHYzSUlKSkp5bzBtcTAyQnlBbnVyMEFmQV9DaDl3Y05PQ20wVTJNRFlNOS12Z0lZN1RjUmJkRnFsUWdKZXFPZmRKT3Rrck5EOA?oc=5,State College planning hears plans for new PSU student housing halls. See renderings    Centre Daily Times,False,,,,Student Housing,,,False,
c94e547fdcd8,2026-09-04 13:02:57,2025-12-19 08:00:00,Player — Greystar,"Greystar Takes PBSA Portfolio To 1,700 Beds With €105M Buy - Bisnow",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQc055UGpOcGV1aklwRXc4QlZtZ0lpeUFuVU5yejcwVnJqNktnZ0QxbE1JRVIzUWV5aHdDZExYczljUmI5YTVPTnNYMnF6UG9mYTJ2cXdwZXZXbXBWQkp6VEMzZ21obGpac1JNWmo4Q3pEZjNta29IRkx3ZGdpaGxQUEV3UlNuUjF1ODZJbkhZalpoMHNuZFNVQlY2bF9OYU1aOEMtZDR1dVd5UjVJTVp0OEY1UG5fcnVieGw4QjJJSmY3UmF5M3hVQmtKSlVBY1piREE?oc=5,"Greystar Takes PBSA Portfolio To 1,700 Beds With €105M Buy    Bisnow",False,,,,Student Housing,,,False,
e82581bb9bd9,2026-09-04 13:02:57,2025-12-15 08:00:00,Player — Greystar,Greystar acquires student housing properties across Spain and France - StudyTravel Network,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9hNUhaTEx3a2JEOFQ0dlFZMW5iSzZ1TzFaNXp1MUZWaGozMnpTX2o3LTJyU21ma3B2NThueGJYR3hRU2o0UERpUXV4WjVzMkZ1OEF5UGdfdDZoNVFsYUE?oc=5,Greystar acquires student housing properties across Spain and France    StudyTravel Network,False,,,,Student Housing,,,False,
2ec0832bfcda,2026-09-04 13:03:01,2025-12-16 08:00:00,Player — Affinius Capital,Affinius Capital Provides $81M Construction Loan for Arizona State Student Housing - Commercial Observer,https://news.google.com/rss/articles/CBMirAFBVV95cUxQYnh2bUZwQ0M2emZiQXBRbFBYQWZLM1R4OHQyMHdUUWdYVEpIWlRueVVFSnd6ZXBaREZsVzRpdkk2TllnRC00UzZUc0k0MVFJd01URF8yR1pwWGY0c2ZDeFVlaEwtY2RCR3p6S1ZFdG1obGlfNDMxcGtpNGV3TWw1cEFBcl9HMDJ5WFFPaWxKcUc0Q1NCRnJNX1VnU1REUWJsb285dFppdlM3Z000?oc=5,Affinius Capital Provides $81M Construction Loan for Arizona State Student Housing    Commercial Observer,False,,,,Student Housing,,,False,
50df91e4fb16,2026-09-04 13:03:01,2025-12-16 08:00:00,Player — Affinius Capital,Affinius Provides $81.2 Million Loan for Development of Student Housing at Arizona State University - citybiz,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQQzZyU0V4cXlEanlnaHBndXh0UHpDRUt1MXVzXzdSWHhLUUNnNWl6akc5Q0FrUDlncUZ3N2dWYy1VcjVGV1lJcFlZeU9ULWkydmR6TkFDUm5Edy1wUERYUTg2eXZxenkydjJZeWFEQnYzQ1BqYnpNbG5KVDZSYTdnaTNfNEd5T0paN1NFSXg4cmVxcF9LcW9KWTlqdXVWYWxwUUE4V1lNam1GeHYzOGN2d2dmcnB3RHhJdG1fcnU2ZlhTcWt0WFM3ZFNVc05UclVKLVFn?oc=5,Affinius Provides $81.2 Million Loan for Development of Student Housing at Arizona State University    citybiz,False,,,,Student Housing,,,False,
f51325cd1b3e,2026-09-04 13:03:01,2025-12-17 08:00:00,Player — Affinius Capital,ASU Student Housing Developer Closes on $81.2M Financing - Connect CRE,https://news.google.com/rss/articles/CBMilgFBVV95cUxQOFE2R0VHU0xBWHpmTFBJS3FFQ1NpOVB0RW9Bd1I0cFNRQnR2R3lxbi1Ja2hpczgxZ25lUmdNMThsV014blJkdW5ieXpTMHhfWDZSY2pNeHltb1cybmticFV0Z0h0c1QtLWtIVzhGU1lxWVlIWE9NX1hyS0hJWEtBbzBXeHgyN0poblpMYWRKeDY3cFZiTWc?oc=5,ASU Student Housing Developer Closes on $81.2M Financing    Connect CRE,False,,,,Student Housing,,,False,
a842e525c89b,2026-09-04 13:03:07,2025-12-12 08:00:00,Player — Kayne Anderson Real Estate,San Jose business park bought by real estate investors - SiliconValley.com,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPdGMzWDVVeVBJNFFNaTltekx6aHlxaXU2eXczQ0J2QVNoeWpkWmVaaGNLQS1YNGpnTUFXbEkxcHk0RmliNWhVaHZRQXh1VUZfQnBuUVk5QzN6UUhpYjJYLVl2Z19SS3ZGUkh3RXoyMU5uRVhKeFJfaXVyN2czMlBXdUVHd0Fkb3k2eTZLZWdOZXZsckRHZ3diMlhhWU5zYnJPN2FzTEp5ZFDSAa4BQVVfeXFMT1FGa1hScGpOSl9hQVpDazlvMjMtZGktN01DdVlQUGE1WmxFODdteG5HNktzbm45WEY4VFRGVE50cU9sUm5RbEZfb3NFcEMzZmU0MnQzUHI5VXlaUHZsR3gyV3YzSTdtajRGRmhtY0s2Y1Etcldtb0htUFB3ZWZxclRFcXZlYVZCOTdoWUQ3SU1ERmx1VTR2M2dxbm44TTRwbVhvYmp3LTFwT1gyNGJ3?oc=5,San Jose business park bought by real estate investors    SiliconValley.com,False,,,,Student Housing,,,False,
d09e34e2971b,2026-09-04 13:34:51,2025-12-03 08:00:00,Player — Student Quarters,In What Ways Is Student Housing a Different Animal Than Conventional Multifamily? InterFace Panel Weighs In - REBusinessOnline,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPTGxFMDktU1ZfZjI2cTJHMXBqYUN6WGFfWXB3MnllQWU0c0tnZ0xsS0drVFBMUjBWQmdOTWxlVGRHWFQ1RlRZQ0VIU0hYcDhwMFNBZmtCMzR0QmI0UlVmUVVid19qV2V2dG80eEdxeGJSclg5S3NjMDRrbXp5anhZMnZMeUxEVWVDSFRsazlDbXRLWkRncXFWMzVRZGRPWU8tQjNHZHlHQm45VXFtTXN4UHN4RUlEb2s3SE40OUVtakN1dkJFY3BWOW5zcHJjekFxSHc?oc=5,In What Ways Is Student Housing a Different Animal Than Conventional Multifamily? InterFace Panel Weighs In    REBusinessOnline,False,,,,Student Housing,,,False,
8edf204d519c,2026-09-04 13:35:10,2025-12-17 08:00:00,Player — Affinius Capital,Fields Holdings secures $81m Affinius loan for US student housing project - IPE Real Assets,https://news.google.com/rss/articles/CBMivgFBVV95cUxNV3h6SDVRcmJOOEF3ckxYaFpCLW42TFdBczhzRDZBRTBnTFJVMVllZGtWTWlpeDluM3N5d180VlliakRpX0ZnYVhhbjNTN2l5TmhmTWZPaGU0S0FsSUxfSkdVaVNDZGtHUzNOT2Y4MlVHYTB4ZUVRLUJmcVA0RzFsME96VmFVc2ZWYXB1OHdWU0U3VmNJaFR5d2Q0UWhwWHlORXZTbGVjTHBUdW84dXdUNVI4ZjZVYTF4SXl4ODZ3?oc=5,Fields Holdings secures $81m Affinius loan for US student housing project    IPE Real Assets,False,,,,Student Housing,,,False,
2446fafc8820,2026-09-04 14:10:54,2025-12-31 08:00:00,Player — PCCP,PCCP JV Pays $173M for Seattle Apartments - Multifamily Housing News,https://news.google.com/rss/articles/CBMifkFVX3lxTE8yU25aUEpHS0syaVhaQWRuSWZXZzBEcHh4Sk51ZV8ycTB4ZEFRWEVWVG9fUUc3a0VTSjlRcm9qM1JSQ0NOZFZucmRONE5rVEVvV0RlLVRZMTJ2dFFIODhVTWw1dGxOMWt6dndSMXdpTUVSeGRRdkstUzE2M282Zw?oc=5,PCCP JV Pays $173M for Seattle Apartments    Multifamily Housing News,False,,,,Student Housing,,,False,
